,Date,Open,High,Low,Close,Adj Close,Volume,MA7,MA21,Volatility_7,Volatility_21,HighLow,CloseOpen,Day,Month,lag_1,lag_2,lag_3,lag_5,lag_7,SP500_Close,Inflation,Earnings_Season,Target
14,2012-02-22,73.297142,73.641426,72.724289,73.291428,63.334015,120825600,72.28469428571428,67.87401347619048,0.922550364947887,3.9240330069942395,0.9171369999999968,-0.005713999999997554,2,2,73.550003,71.73143,71.744286,72.779999,70.488571,74.75725656,2.1,0,73.769997
15,2012-02-23,73.582855,73.975716,72.785713,73.769997,63.747555,142006900,72.566122,68.52693852380952,1.0427034299704985,3.692489999580373,1.1900030000000044,0.18714200000000858,3,2,73.291428,73.550003,71.73143,71.095711,71.800003,75.24539694,2.1,0,74.629997
16,2012-02-24,74.238571,74.699997,74.091431,74.629997,64.49073,103768000,72.83040742857143,69.04224452380952,1.3069233455870801,3.755646634520647,0.6085659999999962,0.3914260000000098,4,2,73.769997,73.291428,73.550003,71.744286,72.779999,76.12259694000001,2.1,0,75.108574
17,2012-02-27,74.472855,75.5,73.754288,75.108574,64.904282,136895500,73.40367357142857,69.59414947619048,1.2992770118733385,3.754932924372452,1.7457119999999975,0.6357190000000088,0,2,74.629997,73.769997,73.291428,71.73143,71.095711,76.61074548,2.1,0,76.487144
18,2012-02-28,75.422859,76.487144,75.121429,76.487144,66.095551,150096800,74.08122471428571,70.19367328571428,1.5093827896885907,3.8046019678695955,1.3657149999999945,1.0642849999999981,1,2,75.108574,74.629997,73.769997,73.550003,71.744286,78.01688688,2.1,0,77.491432
19,2012-02-29,77.365715,78.230003,76.528572,77.491432,66.963387,238002800,74.90408214285715,70.80204080952382,1.5831264706699877,3.904976536867954,1.7014309999999995,0.12571700000000874,2,2,76.487144,75.108574,74.629997,73.291428,71.73143,79.04126064,2.1,0,77.781425
20,2012-03-01,78.309998,78.315712,76.96714,77.781425,67.213989,170817500,75.508571,71.40061219047618,1.776018988091869,3.968057605048008,1.3485720000000043,-0.5285729999999944,3,3,77.491432,76.487144,75.108574,73.769997,73.550003,79.3370535,2.1,0,77.882858
21,2012-03-02,77.748573,78.114288,77.502853,77.882858,67.301636,107928100,76.16448957142858,72.00598647619047,1.6651012054268084,3.9396227112645352,0.6114350000000002,0.13428500000000554,4,3,77.781425,77.491432,76.487144,74.629997,73.291428,79.44051516,2.1,0,76.165718
22,2012-03-05,77.917145,78.211426,75.14286,76.165718,65.817802,202281100,76.50673542857143,72.536871,1.2962672945276923,3.6942750941671982,3.068566000000004,-1.7514270000000067,0,3,77.882858,77.781425,77.491432,75.108574,73.769997,77.68903236,2.1,0,75.751427
23,2012-03-06,74.808571,76.241432,73.745712,75.751427,65.459801,202559700,76.66693971428572,73.01700699999999,1.0763007010154868,3.400529757746586,2.4957200000000057,0.9428560000000061,1,3,76.165718,77.882858,77.781425,76.487144,74.629997,77.26645554000001,2.1,0,75.812859
24,2012-03-07,76.685715,76.825714,74.757141,75.812859,65.512878,199630200,76.76755185714286,73.47088480952382,0.9292138019189485,3.0772932083898032,2.0685730000000007,-0.8728559999999987,2,3,75.751427,76.165718,77.882858,77.491432,75.108574,77.32911618,2.1,0,77.427139
25,2012-03-08,76.384285,77.57,76.017143,77.427139,66.907837,129114300,76.90183685714285,73.96857161904762,0.949634064798996,2.8076490503233815,1.5528569999999888,1.0428539999999913,3,3,75.812859,75.751427,76.165718,77.781425,76.487144,78.97568178,2.1,0,77.881432
26,2012-03-09,77.744286,78.248573,77.587143,77.881432,67.300438,104729800,76.95755114285714,74.43449004761904,1.0000903944277566,2.5878177098654884,0.6614299999999957,0.13714600000000132,4,3,77.427139,75.812859,75.751427,77.882858,77.491432,79.43906064000001,2.1,0,78.85714
27,2012-03-12,78.425713,78.85714,78.14286,78.85714,68.143532,101820600,77.11122471428573,74.83469395238096,1.2086801003552439,2.591129313208979,0.7142800000000022,0.43142699999999934,0,3,77.881432,77.427139,75.812859,76.165718,77.781425,80.4342828,2.1,0,81.157143
28,2012-03-13,79.648575,81.168571,79.39286,81.157143,70.13105,172713800,77.57897971428572,75.3427211904762,1.9582270542869742,2.7380985594967377,1.7757110000000011,1.508568000000011,1,3,78.85714,77.881432,77.427139,75.751427,77.882858,82.78028586,2.1,0,84.225716
29,2012-03-14,82.578575,84.959999,82.199997,84.225716,72.782761,354711000,78.73040800000001,75.93442180952381,3.0525727967190055,3.232244707359341,2.760002,1.6471410000000049,2,3,81.157143,78.85714,77.881432,75.812859,76.165718,85.91023032000001,2.1,0,83.651428
30,2012-03-15,85.658569,85.715714,82.650002,83.651428,72.286484,289929500,79.85897957142858,76.4521089047619,3.2232384743400333,3.556134978790563,3.065712000000005,-2.0071410000000043,3,3,84.225716,81.157143,78.85714,77.427139,75.751427,85.32445656,2.1,0,83.652855
31,2012-03-16,83.531425,84.171425,82.571426,83.652855,72.287727,206371900,80.978979,77.05006814285714,2.931927853357858,3.664512282027522,1.5999989999999968,0.1214300000000037,4,3,83.651428,84.225716,81.157143,77.881432,75.812859,85.32591210000001,2.1,0,85.871429
32,2012-03-19,85.48143,85.96714,84.150002,85.871429,74.204872,225309000,82.18530614285714,77.72278923809525,2.96398180975966,3.928959540486104,1.817138,0.3899990000000031,0,3,83.652855,83.651428,84.225716,78.85714,77.427139,87.58885758000001,2.1,0,86.565712
33,2012-03-20,85.644287,86.699997,84.497147,86.565712,74.804832,204165500,83.42591757142857,78.42918361904762,2.664643028948407,4.12647855573233,2.202849999999998,0.9214249999999993,1,3,85.871429,83.652855,83.651428,81.157143,77.881432,88.29702624000001,2.1,0,86.071426
34,2012-03-21,86.105713,87.092857,85.915718,86.071426,74.377708,161010500,84.45652985714287,79.02544185714285,1.8837811883964195,4.287703166602629,1.1771389999999968,-0.03428699999999196,2,3,86.565712,85.871429,83.652855,84.225716,78.85714,87.79285452,2.1,0,85.620003
35,2012-03-22,85.397141,86.35714,85.075714,85.620003,73.98761,155967700,85.0940812857143,79.61251685714285,1.218893128148511,4.307316406318052,1.2814259999999962,0.22286199999999212,3,3,86.071426,86.565712,85.871429,83.651428,81.157143,87.33240306,2.1,0,85.150002
36,2012-03-23,85.784286,85.971428,84.914284,85.150002,73.581444,107622200,85.22612214285714,80.15442185714285,1.1576720957920559,4.251007611728439,1.057144000000008,-0.6342839999999939,4,3,85.620003,86.071426,86.565712,83.652855,84.225716,86.85300204,2.1,0,86.711426
37,2012-03-26,85.684288,86.735718,85.03714,86.711426,74.930763,148935500,85.6632647142857,80.729728,1.0352164506728398,4.283373829754397,1.698578000000012,1.0271380000000079,0,3,85.150002,85.620003,86.071426,85.871429,83.651428,88.44565452,2.1,0,87.78286
38,2012-03-27,86.597145,88.040001,86.580002,87.78286,75.856613,151782400,86.25326542857144,81.33326542857142,0.8606460416828748,4.344224441973419,1.4599990000000105,1.1857150000000019,1,3,86.711426,85.150002,85.620003,86.565712,83.652855,89.5385172,2.1,0,88.23143
39,2012-03-28,88.339996,88.778572,87.187141,88.23143,76.244255,163865100,86.59040842857144,81.89251714285714,1.1117514598382179,4.443970575511701,1.591431,-0.10856599999999617,2,3,87.78286,86.711426,85.150002,86.071426,85.871429,89.9960586,2.1,0,87.122856
40,2012-03-29,87.540001,88.080002,86.747147,87.122856,75.286285,152059600,86.67000042857144,82.35115638095238,1.1294906040779664,4.464006242608783,1.332854999999995,-0.417145000000005,3,3,88.23143,87.78286,86.711426,85.620003,86.565712,88.86531312,2.1,0,85.650002
41,2012-03-30,86.96714,87.222855,85.419998,85.650002,74.013542,182759500,86.60979699999999,82.72585052380953,1.1769472110980415,4.390892064778702,1.8028569999999888,-1.317138,4,3,87.122856,88.23143,87.78286,85.150002,86.071426,87.36300204,2.1,0,88.375717
42,2012-04-02,85.975716,88.395714,85.76857,88.375717,76.368927,149587900,87.00347042857142,83.22551047619048,1.2493437164961458,4.409207500648822,2.6271440000000013,2.400000999999989,0,4,85.650002,87.122856,88.23143,86.711426,85.620003,90.14323134,2.1,1,89.902855
43,2012-04-03,89.614288,90.315712,88.93,89.902855,77.688583,208639900,87.68244942857143,83.87965985714285,1.3607079426981146,4.3277149634288605,1.385711999999998,0.28856700000000046,1,4,88.375717,85.650002,87.122856,87.78286,85.150002,91.70091210000001,2.1,1,89.187141
44,2012-04-04,89.192856,89.408569,88.14286,89.187141,77.070114,143245200,88.036123,84.51945576190477,1.387730274725284,4.050230907002809,1.265709000000001,-0.0057150000000092405,2,4,89.902855,88.375717,85.650002,88.23143,86.711426,90.97088382,2.1,1,90.525711
45,2012-04-05,89.568573,90.665718,89.057144,90.525711,78.22683,160324500,88.42795885714285,85.22006776190476,1.6640277833372423,3.728603506315249,1.6085740000000044,0.9571380000000005,3,4,89.187141,89.902855,88.375717,87.122856,87.78286,92.33622522,2.1,1,90.889999
46,2012-04-09,89.447144,91.405716,89.328575,90.889999,78.541626,149384200,88.80775442857143,85.86115633333333,1.898562444022776,3.4701381674076726,2.0771409999999975,1.4428550000000087,0,4,90.525711,89.187141,89.902855,85.650002,88.23143,92.70779898,2.1,1,89.777145
47,2012-04-10,91.418571,92.0,89.428574,89.777145,77.579979,222431300,89.18693857142857,86.42761885714286,1.766427995944283,3.0476029040129635,2.5714260000000024,-1.6414259999999956,1,4,90.889999,90.525711,89.187141,88.375717,87.122856,91.5726879,2.1,1,89.457146
48,2012-04-11,90.885712,90.98143,89.048569,89.457146,77.303429,174153700,89.73081628571428,86.93238104761906,0.838061071422618,2.5717024667154313,1.9328610000000026,-1.4285660000000036,2,4,89.777145,90.889999,90.525711,89.902855,85.650002,91.24628892,2.1,1,88.96714
49,2012-04-12,89.285713,90.190002,88.64286,88.96714,76.88002,153584200,89.81530528571429,87.30428566666667,0.6965410748807459,2.23780436002328,1.547142000000008,-0.31857300000000066,3,4,89.457146,89.777145,90.889999,89.187141,88.375717,90.7464828,2.1,1,86.461426
50,2012-04-13,89.158569,89.242859,86.215714,86.461426,74.714745,214911200,89.32367257142857,87.41074804761904,1.4410608964900606,2.1348321864989557,3.02714499999999,-2.697142999999997,4,4,88.96714,89.457146,89.777145,90.525711,89.902855,88.19065452000001,2.1,1,82.875717
51,2012-04-16,87.151428,87.182854,82.60714,82.875717,71.616173,262696700,88.42204057142855,87.37380942857143,2.838040620495899,2.2085689368860155,4.575714000000005,-4.275711000000001,0,4,86.461426,88.96714,89.457146,90.889999,89.187141,84.53323134,2.1,1,87.099998
52,2012-04-17,82.705711,87.14286,81.701431,87.099998,75.266533,256382000,87.93265299999999,87.5379590952381,2.707172981317434,2.039842621920438,5.441428999999999,4.394287000000006,1,4,82.875717,86.461426,88.96714,89.777145,90.525711,88.84199796,2.1,1,86.905716
53,2012-04-18,87.674286,88.60714,86.101425,86.905716,75.098648,238632800,87.3634697142857,87.58721085714285,2.380953249357218,2.009858536814739,2.505714999999995,-0.7685699999999969,2,4,87.099998,82.875717,86.461426,89.457146,90.889999,88.64383032,2.1,1,83.919998
54,2012-04-19,85.745712,86.389999,83.502853,83.919998,72.518593,208679800,86.52673442857143,87.46122447619048,2.4202072138369473,2.1547887721618624,2.8871460000000013,-1.8257139999999907,3,4,86.905716,87.099998,82.875717,88.96714,89.777145,85.59839796000001,2.1,1,81.854286
55,2012-04-20,84.482857,84.945717,81.488571,81.854286,70.733521,257746300,85.44061157142858,87.26040828571429,2.5862211835510887,2.4649710174214623,3.4571460000000087,-2.6285709999999938,4,4,83.919998,86.905716,87.099998,86.461426,89.457146,83.49137172,2.1,1,81.671425
56,2012-04-23,81.515717,82.381432,79.517143,81.671425,70.575485,241632300,84.39836657142858,87.07238076190477,2.390874394931353,2.7324440127589247,2.8642889999999994,0.15570800000000418,0,4,81.854286,83.919998,86.905716,82.875717,88.96714,83.30485350000001,2.1,1,80.040001
57,2012-04-24,80.372856,81.098572,79.285713,80.040001,69.165718,269037300,83.48102014285715,86.82904738095239,2.6816085717449827,3.1132008997868055,1.812859000000003,-0.332854999999995,1,4,81.671425,81.854286,83.919998,87.099998,86.461426,81.64080102000001,2.1,1,87.14286
58,2012-04-25,87.94857,88.285713,86.571426,87.14286,75.303566,226444400,84.090612,86.84959185714285,2.9885227903564746,3.113809377866146,1.7142869999999988,-0.8057100000000048,2,4,80.040001,81.671425,81.854286,86.905716,82.875717,88.8857172,2.1,1,86.814285
59,2012-04-26,87.752853,87.812859,86.01857,86.814285,75.019646,134017100,84.04979585714285,86.80346923809523,2.942163025796642,3.1064590836327493,1.7942890000000062,-0.9385680000000036,3,4,87.14286,80.040001,81.671425,83.919998,87.099998,88.5505707,2.1,1,86.14286
60,2012-04-27,86.438568,86.597145,85.785713,86.14286,74.43943,101680600,83.94081642857142,86.70401352380952,2.830766729320402,3.0918552130753145,0.8114319999999964,-0.29570800000000474,4,4,86.814285,87.14286,80.040001,81.854286,86.905716,87.8657172,2.1,1,83.425713
61,2012-04-30,85.400002,85.485718,83.285713,83.425713,72.091446,126536200,83.8702042857143,86.52795909523809,2.8375293615834667,3.1710589720056994,2.2000050000000044,-1.9742889999999989,0,4,86.14286,86.814285,87.14286,81.671425,83.919998,85.09422726,2.1,1,83.16143
62,2012-05-01,83.557144,85.251427,83.03286,83.16143,71.863052,152749800,84.05693914285715,86.40945566666667,2.7234715093178763,3.2510006555867994,2.2185670000000073,-0.3957139999999981,1,5,83.425713,86.14286,86.814285,80.040001,81.854286,84.82465859999999,2.1,0,83.711426
63,2012-05-02,82.891426,83.914284,82.694283,83.711426,72.338333,106847300,84.34836785714286,86.18734657142856,2.527777980425405,3.2692300641728393,1.2200009999999963,0.8200000000000074,2,5,83.16143,83.425713,86.14286,87.14286,81.671425,85.38565452,2.1,0,83.117142
64,2012-05-03,84.35714,84.485718,82.900002,83.117142,71.824791,97637400,84.78795942857143,85.86421738095238,1.8229635212026898,3.2185850581348117,1.585716000000005,-1.239998,3,5,83.711426,83.16143,83.425713,86.814285,80.040001,84.77948484000001,2.1,0,80.75
65,2012-05-04,82.440002,82.622856,80.738571,80.75,69.779243,132498100,83.87469371428571,85.46244876190477,2.035532517920047,3.3083939841130245,1.8842850000000055,-1.6900020000000069,4,5,83.117142,83.711426,83.16143,86.14286,87.14286,82.365,2.1,0,81.354286
66,2012-05-07,80.214287,81.824287,80.175713,81.354286,70.301445,115029600,83.09469385714286,85.02571423809525,1.7470363222823329,3.2104852743694052,1.6485739999999964,1.139999000000003,0,5,80.75,83.117142,83.711426,83.425713,86.814285,82.98137172,2.1,0,81.168571
67,2012-05-08,81.368568,81.64286,79.818573,81.168571,70.140945,124313000,82.38408114285714,84.5627890952381,1.2380532357063914,3.017712202013778,1.8242869999999982,-0.1999969999999962,1,5,81.354286,80.75,83.117142,83.16143,86.14286,82.79194242,2.1,0,81.311432
68,2012-05-09,80.528572,81.997147,80.121429,81.311432,70.264397,120176000,82.082041,84.15965990476191,1.1988631009721549,2.8469350020187822,1.875717999999992,0.7828599999999994,2,5,81.168571,81.354286,80.75,83.711426,83.425713,82.93766064,2.1,0,81.502853
69,2012-05-10,82.082855,82.26857,81.205711,81.502853,70.429832,83300000,81.84510142857143,83.78088404761904,1.1106328535041825,2.627576335383081,1.062859000000003,-0.5800019999999932,3,5,81.311432,81.168571,81.354286,83.117142,83.16143,83.13291006,2.1,0,80.958572
70,2012-05-11,80.714287,82.067146,80.621429,80.958572,69.959488,99886500,81.45183657142857,83.39952366666667,0.7768738956502581,2.4093276231395975,1.4457169999999877,0.24428500000000497,4,5,81.502853,81.311432,81.168571,80.75,83.711426,82.57774344,2.1,0,79.745712
71,2012-05-14,80.367142,81.072861,79.657143,79.745712,68.911415,88156600,80.97020371428572,83.07972776190476,0.5965212650166368,2.4282156810538456,1.4157179999999983,-0.6214300000000037,0,5,80.958572,81.502853,81.311432,81.354286,83.117142,81.34062623999999,2.1,0,79.024284
72,2012-05-15,80.207146,80.459999,78.821426,79.024284,68.287987,119084000,80.72367285714286,82.89632619047619,0.952863870278925,2.5847946990512,1.6385729999999938,-1.182862,1,5,79.745712,80.958572,81.502853,81.168571,80.75,80.60476967999999,2.1,0,78.011429
73,2012-05-16,79.150002,79.555717,77.291428,78.011429,67.412743,140224000,80.24612185714285,82.46353719047619,1.3422559637388622,2.6065418077911255,2.264289000000005,-1.1385729999999938,2,5,79.024284,79.745712,80.958572,81.311432,81.354286,79.57165758000001,2.1,0,75.73143
74,2012-05-17,77.901428,78.214287,75.73143,75.73143,65.442513,179305000,79.46938742857142,81.93142833333334,2.086393298224298,2.788580122667208,2.4828569999999957,-2.1699979999999925,3,5,78.011429,79.024284,79.745712,81.502853,81.168571,77.2460586,2.1,0,75.76857
75,2012-05-18,76.279999,77.629997,74.597145,75.76857,65.474609,183073100,78.67755,81.5432650952381,2.310559016512864,3.0527521258748087,3.0328520000000054,-0.5114290000000068,4,5,75.73143,78.011429,79.024284,80.958572,81.311432,77.2839414,2.1,0,80.182854
76,2012-05-21,76.35714,80.220001,76.292854,80.182854,69.289162,157776500,78.48897871428572,81.4636730952381,2.0843379042583554,3.065997900926935,3.927146999999991,3.825714000000005,0,5,75.76857,75.73143,78.011429,79.745712,81.502853,81.78651108000001,2.1,0,79.567146
77,2012-05-22,81.364288,81.982857,78.940002,79.567146,68.757088,173717600,78.29020357142858,81.36346933333333,1.8643032564465294,3.093134818165146,3.0428549999999888,-1.797142000000008,1,5,80.182854,75.76857,75.73143,79.024284,80.958572,81.15848892,2.1,0,81.508568
78,2012-05-23,79.64286,81.828575,79.03286,81.508568,70.434761,146224400,78.54204014285713,81.43340109523808,2.185145799501417,3.078282360203963,2.7957150000000013,1.865707999999998,2,5,79.567146,80.182854,75.76857,78.011429,79.745712,83.13873936,2.1,0,80.760002
79,2012-05-24,82.267143,82.35714,80.175713,80.760002,69.78791,124057500,78.78999985714286,81.12945547619047,2.341850426233506,2.787758502928992,2.1814269999999993,-1.5071410000000043,3,5,81.508568,79.567146,80.182854,75.73143,79.024284,82.37520204,2.1,0,80.327141
80,2012-05-25,80.655716,80.835716,79.781425,80.327141,69.413841,82126800,79.12081585714284,80.82054385714285,2.376837403132595,2.467330714162089,1.0542910000000063,-0.3285750000000007,4,5,80.760002,81.508568,79.567146,75.76857,78.011429,81.93368382,2.1,0,81.752853
81,2012-05-29,81.557144,82.0,80.758568,81.752853,70.645882,95127200,79.98101914285714,80.61149590476191,2.0064965914534247,2.1607735455156094,1.2414320000000032,0.1957090000000079,1,5,80.327141,80.760002,81.508568,80.182854,75.73143,83.38791006000001,2.1,0,82.738571
82,2012-05-30,81.314285,82.855713,80.937141,82.738571,71.497665,132357400,80.97673357142857,80.57877485714286,1.085925513859243,2.120860590604092,1.9185719999999975,1.424285999999995,2,5,81.752853,80.327141,80.760002,79.567146,75.76857,84.39334242,2.1,0,82.53286
83,2012-05-31,82.96286,83.071426,81.637146,82.53286,71.319878,122918600,81.31244871428571,80.54884295238095,1.160298626623387,2.086750101914257,1.434280000000001,-0.4300000000000068,3,5,82.738571,81.752853,80.327141,81.508568,80.182854,84.1835172,2.1,0,80.141426
84,2012-06-01,81.308571,81.807144,80.074287,80.141426,69.253372,130246900,81.39448871428571,80.37884295238095,1.0292275517222245,1.9576475269667877,1.7328569999999957,-1.167145000000005,4,6,82.53286,82.738571,81.752853,80.760002,79.567146,81.74425452,2.1,0,80.612854
85,2012-06-04,80.214287,81.071426,78.35714,80.612854,69.660744,139248900,81.26652957142856,80.25959114285715,1.0676438284689436,1.8561454067156413,2.7142860000000013,0.3985669999999999,0,6,80.141426,82.53286,82.738571,80.327141,81.508568,82.22511108,2.1,0,80.404289
86,2012-06-05,80.181427,80.924286,79.761429,80.404289,69.480499,97053600,81.21571342857143,80.24312871428572,1.1036298237016862,1.8531090199646274,1.1628569999999883,0.22286200000000633,1,6,80.612854,80.141426,82.53286,81.752853,80.760002,82.01237478,2.1,0,81.637146
87,2012-06-06,81.110001,81.978569,80.785713,81.637146,70.545883,100363900,81.40285700000001,80.25659823809524,1.0368926466239805,1.8625931451507967,1.192855999999992,0.5271450000000044,2,6,80.404289,80.612854,80.141426,82.738571,80.327141,83.26988892,2.1,0,81.674286
88,2012-06-07,82.470001,82.474289,81.5,81.674286,70.577957,94941700,81.39163314285715,80.28067990476191,1.0328901878530088,1.8781777112269575,0.9742889999999989,-0.7957150000000013,3,6,81.637146,80.404289,80.612854,82.53286,81.752853,83.30777171999999,2.1,0,82.902855
89,2012-06-08,81.657143,82.940002,81.285713,82.902855,71.639626,86879100,81.41510228571428,80.35646195238094,1.0698027191040693,1.952482795745914,1.6542890000000057,1.2457119999999975,4,6,81.674286,81.637146,80.404289,80.141426,82.738571,84.56091210000001,2.1,0,81.595711
90,2012-06-11,83.959999,84.071426,81.51857,81.595711,70.510078,147816200,81.28122385714286,80.36088376190476,0.9595693748750103,1.9553119510867116,2.5528560000000056,-2.364288000000002,0,6,82.902855,81.674286,81.637146,80.612854,82.53286,83.22762522,2.1,0,82.308571
91,2012-06-12,82.065712,82.374283,80.957146,82.308571,71.126038,108845100,81.590816,80.42516942857142,0.8765474168145361,1.997678218370236,1.417137000000011,0.24285899999999572,1,6,81.595711,82.902855,81.674286,80.404289,80.141426,83.95474242,2.1,0,81.737144
92,2012-06-13,82.074287,82.639999,81.482857,81.737144,70.632256,73395000,81.75142885714286,80.51999952380953,0.7631556224572147,2.01103372020003,1.1571420000000074,-0.33714299999999753,2,6,82.308571,81.595711,82.902855,81.637146,80.612854,83.37188688,2.1,0,81.647141
93,2012-06-14,81.605713,81.928574,81.03714,81.647141,70.554489,86393300,81.92897914285713,80.64489747619048,0.49495125336953544,1.9948787680724749,0.8914340000000038,0.041428000000010456,3,6,81.737144,82.308571,81.595711,81.674286,80.404289,83.28008382,2.1,0,82.01857
94,2012-06-15,81.571426,82.08857,81.364288,82.01857,70.875465,83813800,81.98346828571428,80.83571371428572,0.4781800446939483,1.9206511708606757,0.7242820000000023,0.44714399999999443,4,6,81.647141,81.737144,82.308571,82.902855,81.637146,83.6589414,2.1,0,83.682854
95,2012-06-18,81.565712,83.984283,81.48143,83.682854,72.313637,110103000,82.27040657142858,81.21435295238095,0.773295975281509,1.6251121937892687,2.5028530000000018,2.117142000000001,0,6,82.01857,81.647141,81.737144,81.595711,81.674286,85.35651108,2.1,0,83.915718
96,2012-06-19,83.342857,84.285713,83.300003,83.915718,72.514885,90351100,82.41510128571429,81.60231238095238,0.9788107369072292,1.1683289588454593,0.9857099999999974,0.5728610000000032,1,6,83.682854,82.01857,81.647141,82.308571,82.902855,85.59403236,2.1,0,83.677139
97,2012-06-20,84.029999,84.178574,82.971428,83.677139,72.308708,89735800,82.71244814285714,81.7687069047619,1.0042290102276445,1.204335182512758,1.2071459999999945,-0.35286000000000683,2,6,83.915718,83.682854,82.01857,81.737144,81.595711,85.35068178,2.1,0,82.524284
98,2012-06-21,83.634285,84.031425,82.491432,82.524284,71.312492,81587800,82.74326428571429,81.90952300000001,0.9930170345473567,1.1026349881078648,1.5399929999999955,-1.1100010000000111,3,6,83.677139,83.915718,83.682854,81.647141,82.308571,84.17476968,2.1,0,83.157143
99,2012-06-22,82.720001,83.169998,82.202858,83.157143,71.85936,71117900,82.94612128571428,81.98802657142858,0.8932578770132616,1.1309829810191576,0.9671400000000006,0.4371420000000086,4,6,82.524284,83.677139,83.915718,82.01857,81.737144,84.82028586000001,2.1,0,81.538574
100,2012-06-25,82.471428,82.828575,81.48143,81.538574,70.460701,76095600,82.93061171428572,82.02510142857143,0.920109917372508,1.101080103520074,1.3471449999999976,-0.9328540000000061,0,6,83.157143,82.524284,83.677139,83.682854,81.647141,83.16934548,2.1,0,81.718575
101,2012-06-26,81.618568,82.07,81.047142,81.718575,70.616219,69134100,82.88775528571429,82.0913601904762,0.9750187822270775,1.033591844677131,1.0228579999999994,0.10000700000000506,1,6,81.538574,83.157143,82.524284,83.915718,82.01857,83.3529465,2.1,0,82.071426
